seccion,indicador,titulo,ambito,sexo,periodo,valor,unidad
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M05,68.205,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M06,68.632,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M07,69.014,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M08,69.324,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M09,68.397,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M10,67.989,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M11,68.081,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2013M12,68.393,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M01,68.649,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M02,68.402,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M03,67.947,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M04,67.878,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M05,67.65,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M06,67.622,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M07,67.637,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M08,67.806,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M09,67.873,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M10,68.236,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M11,68.202,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2014M12,68.166,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M01,68.351,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M02,68.534,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M03,68.202,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M04,68.151,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M05,68.504,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M06,68.852,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M07,68.578,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M08,69.064,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M09,69.114,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M10,69.511,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M11,69.38,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2015M12,69.401,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M01,69.782,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M02,69.402,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M03,69.373,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M04,69.49,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M05,69.689,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M06,69.871,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M07,70.317,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M08,70.288,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M09,69.664,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M10,69.728,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M11,69.642,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2016M12,69.958,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M01,70.464,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M02,70.572,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M03,70.329,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M04,70.269,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M05,70.476,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M06,70.445,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M07,70.419,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M08,70.323,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M09,70.509,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M10,71.362,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M11,71.187,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2017M12,71.145,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M01,71.36,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M02,71.242,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M03,71.304,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M04,71.383,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M05,71.882,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M06,72.207,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M07,71.703,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M08,71.731,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M09,71.727,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M10,72.604,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M11,72.217,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2018M12,72.101,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M01,72.037,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M02,72.233,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M03,71.974,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M04,71.959,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M05,72.272,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M06,72.555,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M07,72.363,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M08,72.435,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M09,72.371,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M10,73.448,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M11,73.423,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2019M12,73.301,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M01,73.499,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M02,73.671,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M03,73.777,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M04,74.82,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M05,74.811,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M06,74.579,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M07,73.958,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M08,74.026,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M09,74.085,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M10,75.103,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M11,74.406,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2020M12,74.135,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M01,74.772,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M02,74.818,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M03,74.844,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M04,75.067,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M05,75.388,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M06,75.383,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M07,75.226,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M08,75.429,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M09,75.386,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M10,76.376,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M11,76.827,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2021M12,77.805,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M01,78.326,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M02,78.99,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M03,79.942,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M04,82.663,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M05,83.669,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M06,85.144,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M07,85.401,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M08,85.803,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M09,86.208,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M10,88.169,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M11,88.603,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2022M12,90.009,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M01,90.352,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M02,92.13,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M03,93.109,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M04,93.359,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M05,93.707,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M06,93.941,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M07,94.658,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M08,94.83,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M09,95.29,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M10,96.501,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M11,96.6,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2023M12,96.575,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M01,97.079,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M02,97.051,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M03,97.113,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M04,97.777,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M05,97.816,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M06,97.895,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M07,97.581,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M08,97.231,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M09,96.979,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M10,98.337,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M11,98.246,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2024M12,98.291,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M01,98.847,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M02,99.17,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M03,99.453,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M04,99.78,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M05,100.246,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M06,100.596,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M07,100.205,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M08,99.436,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M09,99.293,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M10,100.709,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M11,101.035,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2025M12,101.232,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M01,101.797,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M02,102.38,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M03,102.155,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M04,102.408,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M05,102.441,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M06,102.527,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M07,101.843,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,espana,Ambos sexos,2026M08,101.71,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M01,50.001,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M02,49.985,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M03,50.426,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M04,50.804,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M05,51.039,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M06,51.104,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M07,51.323,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M08,51.592,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M09,51.795,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M10,51.875,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M11,52.0,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2002M12,52.376,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M01,52.607,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M02,52.492,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M03,52.641,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M04,52.699,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M05,52.818,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M06,52.896,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M07,53.235,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M08,53.616,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M09,54.053,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M10,53.865,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M11,53.891,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2003M12,54.159,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M01,54.314,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M02,54.265,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M03,54.594,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M04,54.906,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M05,55.169,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M06,55.25,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M07,55.542,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M08,55.667,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M09,55.659,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M10,55.564,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M11,55.892,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2004M12,56.146,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M01,56.408,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M02,56.488,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M03,56.881,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M04,57.316,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M05,57.455,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M06,57.255,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M07,57.049,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M08,57.217,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M09,57.162,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M10,57.189,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M11,57.615,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2005M12,58.448,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M01,58.892,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M02,58.71,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M03,58.698,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M04,58.753,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M05,58.872,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M06,59.211,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M07,59.605,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M08,59.631,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M09,59.69,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M10,59.663,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M11,59.719,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2006M12,59.972,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M01,60.277,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M02,60.167,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M03,60.403,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M04,61.0,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M05,61.088,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M06,61.24,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M07,61.414,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M08,61.555,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M09,62.152,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M10,63.31,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M11,63.699,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2007M12,64.133,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M01,64.396,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M02,64.368,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M03,64.614,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M04,64.913,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M05,65.078,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M06,65.49,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M07,65.642,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M08,65.715,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M09,65.856,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M10,65.773,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M11,65.811,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2008M12,65.861,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M01,65.808,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M02,65.469,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M03,65.076,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M04,64.847,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M05,64.458,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M06,64.268,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M07,64.075,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M08,64.194,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M09,64.099,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M10,63.944,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M11,63.856,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2009M12,63.918,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M01,63.872,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M02,63.395,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M03,63.478,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M04,63.444,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M05,63.373,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M06,63.521,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M07,63.662,índice
cesta,alimentos,Alimentos y bebidas no alcohólicas,comunitat-valenciana,Ambos sexos,2010M08,63.922,índice
