seccion,indicador,titulo,ambito,sexo,periodo,valor,unidad
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M03,743946,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M04,744357,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M05,738449,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M06,737944,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M07,740161,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M08,754551,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M09,762090,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M10,784455,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M11,796516,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2011M12,816744,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M01,843412,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M02,860995,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M03,872012,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M04,879617,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M05,880889,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M06,878998,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M07,884794,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M08,897427,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M09,901678,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M10,921727,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M11,934392,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2012M12,945196,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2013M01,970696,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2013M02,980690,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2013M03,987519,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2013M04,982519,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M01,989591,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M02,990878,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M03,989317,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M04,980129,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M05,961692,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M06,947477,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M07,940169,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M08,945175,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M09,938284,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M10,949510,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M11,943480,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2014M12,949466,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M01,958163,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M02,948826,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M03,938117,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M04,914938,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M05,892615,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M06,883274,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M07,871940,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M08,878155,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M09,872866,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M10,885536,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M11,875765,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2015M12,886197,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M01,893893,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M02,890660,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M03,884682,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M04,865448,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M05,844864,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M06,823694,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M07,807024,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M08,810984,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M09,805063,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M10,811178,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M11,811652,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2016M12,811276,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M01,816809,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M02,811726,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M03,800817,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M04,780368,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M05,757056,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M06,737450,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M07,728422,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M08,736676,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M09,731891,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M10,736871,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M11,735305,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2017M12,738440,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M01,743983,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M02,740243,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M03,734110,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M04,714627,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M05,695521,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M06,675711,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M07,668243,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M08,677814,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M09,674399,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M10,680496,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M11,681565,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2018M12,683687,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M01,689519,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M02,685949,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M03,679760,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M04,671330,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M05,654559,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M06,644952,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M07,644046,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M08,656633,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M09,653261,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M10,670852,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M11,676265,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2019M12,688505,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M01,697343,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M02,693471,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M03,755753,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M04,804786,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M05,796218,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M06,784071,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M07,772489,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M08,778059,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M09,773688,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M10,783834,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2020M11,786492,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M01,818961,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M02,823369,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M03,816210,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M04,809718,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M05,791048,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M06,765304,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M07,737175,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M08,727042,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M09,711247,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M10,710170,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M11,698083,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2021M12,700097,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M01,696229,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M02,688066,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M03,688843,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M04,674348,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M05,656784,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M06,644863,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M07,644297,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M08,649493,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M09,649712,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M10,644715,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M11,639365,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2022M12,640483,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M01,645070,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M02,640194,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M03,629682,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M04,619042,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M05,610760,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M06,603056,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M07,600307,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M08,604836,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M09,604658,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M10,610041,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M11,607049,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2023M12,611116,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M01,615019,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M02,610828,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M03,608157,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M04,597858,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M05,587594,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M06,577747,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M07,575111,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M08,578392,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M09,574673,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M10,576920,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M11,574916,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2024M12,578475,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M01,578929,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M02,573623,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M03,570747,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M04,562284,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M05,549343,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M06,538987,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M07,536846,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M08,539533,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M09,534985,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M10,535975,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M11,535220,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2025M12,541517,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M01,540957,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M02,537936,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M03,533204,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M04,524843,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M05,517668,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M06,511621,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Hombres,2026M07,513935,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M01,427052,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M02,431162,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M03,434313,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M04,429674,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M05,427596,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M06,428743,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M07,431059,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M08,426939,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M09,427379,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M10,433396,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M11,440461,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2006M12,438702,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M01,452474,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M02,456886,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M03,460150,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M04,459706,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M05,457698,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M06,457704,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M07,456119,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M08,457604,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M09,458171,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M10,465685,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M11,470201,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2007M12,469332,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M01,490343,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M02,498557,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M03,496703,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M04,501915,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M05,501472,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M06,505997,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M07,506264,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M08,509612,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M09,516776,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M10,533455,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M11,547426,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2008M12,554055,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M01,577143,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M02,594624,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M03,610477,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M04,619006,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M05,623753,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M06,627217,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M07,629508,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M08,637744,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M09,646498,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M10,661463,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M11,671942,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2009M12,671811,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M01,693660,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M02,704782,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M03,713892,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M04,718341,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M05,717656,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M06,719761,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M07,713475,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M08,718235,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M09,726768,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M10,740865,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M11,748998,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2010M12,746301,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M01,767933,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M02,778701,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M03,786786,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M04,784491,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M05,784943,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M06,785437,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M07,782293,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M08,789042,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M09,800877,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M10,821361,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M11,833512,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2011M12,833969,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M01,864099,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M02,877652,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M03,888383,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M04,895562,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M05,901483,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M06,900302,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M07,899471,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M08,903120,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M09,911969,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M10,929865,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M11,960646,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2012M12,956726,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2013M01,979464,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2013M02,988872,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2013M03,991884,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2013M04,996067,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M01,1022458,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M02,1025932,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M03,1029188,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M04,1021319,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M05,1014772,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M06,1008121,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M07,1002637,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M08,1001229,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M09,1008048,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M10,1023989,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M11,1027774,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2014M12,1019137,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M01,1036137,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M02,1038939,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M03,1035963,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M04,1026523,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M05,1016251,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M06,1013675,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M07,1001684,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M08,1001719,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M09,1007426,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M10,1021948,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M11,1023102,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2015M12,1012733,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M01,1027795,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M02,1027848,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M03,1021630,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M04,1015871,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M05,1005023,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M06,994422,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M07,980557,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M08,978920,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M09,983330,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M10,991930,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M11,997269,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2016M12,982354,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M01,997541,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M02,998718,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M03,995628,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M04,980477,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M05,969064,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M06,958620,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M07,949615,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M08,951707,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M09,955869,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M10,966776,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M11,972061,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2017M12,958019,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M01,974097,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M02,972232,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M03,963479,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M04,955458,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M05,946805,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M06,937525,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M07,930621,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M08,933128,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M09,937913,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M10,948571,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M11,949811,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2018M12,937886,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2019M01,958448,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2019M02,959799,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2019M03,962372,personas
paro-registrado,paro_45_mas,De 45 años o más,espana,Mujeres,2019M04,950723,personas
